발생년월일시,사망자수
2020-05-11 16,1
2020-05-11 21,1
2020-05-11 23,1
2020-05-12 00,1
2020-05-12 04,1
2020-05-12 04,1
2020-05-12 06,1
2020-05-12 08,1
2020-05-12 11,1
2020-05-12 12,2
2020-05-12 12,1
2020-05-12 14,1
2020-05-12 14,1
2020-05-12 17,1
2020-05-12 19,1
2020-05-12 23,1
2020-05-12 23,1
2020-05-13 01,1
2020-05-13 01,1
2020-05-13 10,1
2020-05-13 11,1
2020-05-13 13,1
2020-05-13 15,2
2020-05-13 18,1
2020-05-13 23,1
2020-05-14 01,1
2020-05-14 02,1
2020-05-14 14,1
2020-05-14 21,1
2020-05-14 21,1
2020-05-14 22,1
2020-05-14 22,1
2020-05-15 02,2
2020-05-15 03,1
2020-05-15 03,1
2020-05-15 07,1
2020-05-15 07,1
2020-05-15 11,1
2020-05-15 13,1
2020-05-15 14,1
2020-05-15 15,1
2020-05-15 19,2
2020-05-15 20,1
2020-05-16 08,1
2020-05-16 09,1
2020-05-16 09,1
2020-05-16 10,1
2020-05-16 14,1
2020-05-17 02,1
2020-05-17 06,1
2020-05-17 19,1
2020-05-17 19,1
2020-05-17 20,1
2020-05-17 21,1
2020-05-18 00,1
2020-05-18 01,1
2020-05-18 08,1
2020-05-18 10,1
2020-05-18 10,1
2020-05-18 13,2
2020-05-18 13,1
2020-05-18 14,1
2020-05-18 19,1
2020-05-19 00,1
2020-05-19 08,1
2020-05-19 08,1
2020-05-19 15,1
2020-05-19 17,1
2020-05-19 21,1
2020-05-19 23,1
2020-05-19 23,1
2020-05-20 01,1
2020-05-20 02,1
2020-05-20 04,1
2020-05-20 04,1
2020-05-20 06,1
2020-05-20 09,1
2020-05-20 09,1
2020-05-20 10,1
2020-05-20 11,1
2020-05-20 15,1
2020-05-20 15,1
2020-05-20 17,1
2020-05-20 17,1
2020-05-21 00,1
2020-05-21 06,1
2020-05-21 06,2
2020-05-21 12,1
2020-05-21 14,1
2020-05-21 14,1
2020-05-22 01,1
2020-05-22 08,1
2020-05-22 09,1
2020-05-22 11,1
2020-05-22 11,1
2020-05-22 18,1
2020-05-22 19,1
2020-05-22 20,1
2020-05-23 04,1
2020-05-23 08,1
2020-05-23 09,1
2020-05-23 10,1
2020-05-23 12,1
2020-05-23 12,1
2020-05-23 21,1
2020-05-23 22,1
2020-05-23 23,1
2020-05-24 06,1
2020-05-24 06,1
2020-05-24 07,1
2020-05-24 08,1
2020-05-24 17,1
2020-05-24 17,1
2020-05-24 20,1
2020-05-24 20,1
2020-05-25 09,1
2020-05-25 11,1
2020-05-25 12,1
2020-05-25 14,1
2020-05-26 00,1
2020-05-26 08,1
2020-05-26 09,1
2020-05-26 10,1
2020-05-26 14,1
2020-05-26 16,1
2020-05-27 10,1
2020-05-27 13,1
2020-05-27 15,1
2020-05-27 16,1
2020-05-27 22,1
2020-05-27 23,1
2020-05-28 01,1
2020-05-28 09,1
2020-05-28 12,1
2020-05-28 12,1
2020-05-28 14,1
2020-05-28 17,1
2020-05-28 19,1
2020-05-28 20,1
2020-05-28 22,1
2020-05-28 22,1
2020-05-29 04,1
2020-05-29 09,1
2020-05-29 12,1
2020-05-29 14,1
2020-05-29 15,1
2020-05-29 15,1
2020-05-29 19,1
2020-05-29 20,1
2020-05-29 20,1
2020-05-29 21,1
2020-05-29 21,1
2020-05-30 07,1
2020-05-30 11,1
2020-05-30 14,1
2020-05-30 14,1
2020-05-30 15,1
2020-05-30 21,1
2020-05-30 22,1
2020-05-30 22,1
2020-05-31 01,1
2020-05-31 03,1
2020-05-31 06,1
2020-05-31 09,1
2020-05-31 11,1
2020-05-31 14,1
2020-05-31 16,1
2020-05-31 18,3
2020-05-31 19,1
2020-05-31 22,1
2020-06-01 03,1
2020-06-01 11,1
2020-06-01 12,1
2020-06-01 14,1
2020-06-01 15,1
2020-06-01 17,1
2020-06-01 22,1
2020-06-01 23,1
2020-06-02 12,1
2020-06-02 14,1
2020-06-02 14,1
2020-06-02 14,1
2020-06-02 14,1
2020-06-02 15,1
2020-06-02 15,1
2020-06-02 20,1
2020-06-02 22,1
2020-06-02 22,1
2020-06-02 22,1
2020-06-03 00,1
2020-06-03 01,1
2020-06-03 03,1
2020-06-03 08,1
2020-06-03 09,1
2020-06-03 11,1
2020-06-03 14,1
2020-06-03 23,1
2020-06-04 03,1
2020-06-04 12,1
2020-06-04 16,1
2020-06-04 18,1
2020-06-04 20,1
2020-06-04 20,1
2020-06-04 23,1
2020-06-04 23,1
2020-06-05 00,1
2020-06-05 03,1
2020-06-05 04,1
2020-06-05 04,1
2020-06-05 08,1
2020-06-05 09,1
2020-06-05 13,1
2020-06-05 18,1
2020-06-05 23,1
2020-06-05 23,1
2020-06-06 03,1
2020-06-06 04,1
2020-06-06 08,1
2020-06-06 14,1
2020-06-06 15,1
2020-06-06 16,1
2020-06-06 18,1
2020-06-06 21,1
2020-06-06 23,1
2020-06-06 23,1
2020-06-07 02,1
2020-06-07 09,1
2020-06-07 09,1
2020-06-07 10,1
2020-06-07 12,1
2020-06-08 02,1
2020-06-08 06,1
2020-06-08 11,1
2020-06-08 14,1
2020-06-08 17,1
2020-06-08 21,1
2020-06-09 00,1
2020-06-09 08,1
2020-06-09 20,1
2020-06-09 21,1
2020-06-09 22,1
2020-06-09 22,1
2020-06-09 23,1
2020-06-10 02,1
2020-06-10 05,1
2020-06-10 08,1
2020-06-10 08,1
2020-06-10 09,1
2020-06-10 13,1
2020-06-10 13,1
2020-06-10 16,1
2020-06-10 17,1
2020-06-10 20,1
2020-06-10 22,1
2020-06-10 23,1
2020-06-10 23,1
2020-06-11 01,1
2020-06-11 01,1
2020-06-11 04,1
2020-06-11 07,1
2020-06-11 11,1
2020-06-11 16,1
2020-06-11 19,1
2020-06-11 22,1
2020-06-11 22,1
2020-06-12 00,1
2020-06-12 02,1
2020-06-12 08,1
2020-06-12 09,1
2020-06-12 10,1
2020-06-12 11,1
2020-06-12 13,1
2020-06-12 16,1
2020-06-12 17,1
2020-06-12 17,2
2020-06-12 19,1
2020-06-12 20,1
2020-06-12 22,2
2020-06-12 22,1
2020-06-13 00,1
2020-06-13 03,1
2020-06-13 06,1
2020-06-13 07,1
2020-06-13 10,1
2020-06-13 12,1
2020-06-13 12,1
2020-06-13 14,1
2020-06-13 20,1
2020-06-13 20,1
2020-06-13 21,1
2020-06-14 01,1
2020-06-14 04,1
2020-06-14 05,1
2020-06-14 08,1
2020-06-14 08,1
2020-06-14 14,1
2020-06-14 19,1
2020-06-15 02,1
2020-06-15 04,1
2020-06-15 08,1
2020-06-15 10,1
2020-06-15 15,1
2020-06-15 16,1
2020-06-16 00,1
2020-06-16 01,1
2020-06-16 04,1
2020-06-16 09,1
2020-06-16 15,1
2020-06-16 23,1
2020-06-17 01,1
2020-06-17 12,1
2020-06-17 13,1
2020-06-17 16,1
2020-06-17 22,1
2020-06-17 22,1
2020-06-18 02,1
2020-06-18 06,1
2020-06-18 16,1
2020-06-19 02,1
2020-06-19 05,1
2020-06-19 06,1
2020-06-19 10,1
2020-06-19 12,1
2020-06-19 15,1
2020-06-19 17,1
2020-06-19 21,1
2020-06-19 23,1
2020-06-20 00,1
2020-06-20 03,1
2020-06-20 11,1
2020-06-20 12,1
2020-06-20 13,1
2020-06-20 15,1
2020-06-20 23,1
2020-06-20 23,1
2020-06-21 00,1
2020-06-21 06,1
2020-06-21 13,1
2020-06-21 20,1
2020-06-21 21,1
2020-06-21 21,1
2020-06-21 21,1
2020-06-21 23,1
2020-06-22 00,1
2020-06-22 01,1
2020-06-22 01,1
2020-06-22 02,1
2020-06-22 08,1
2020-06-22 08,1
2020-06-22 10,1
2020-06-22 13,2
2020-06-22 16,1
2020-06-22 16,1
2020-06-22 18,1
2020-06-22 20,1
2020-06-22 23,1
2020-06-23 08,1
2020-06-23 13,1
2020-06-23 17,1
2020-06-23 17,1
2020-06-23 17,1
2020-06-23 20,1
2020-06-23 23,1
2020-06-23 23,1
2020-06-24 00,1
2020-06-24 01,1
2020-06-24 06,1
2020-06-24 08,1
2020-06-24 10,1
2020-06-24 11,1
2020-06-24 11,1
2020-06-24 14,1
2020-06-24 14,1
2020-06-24 20,1
2020-06-24 21,1
2020-06-24 22,1
2020-06-25 00,1
2020-06-25 19,1
2020-06-25 21,1
2020-06-25 22,1
2020-06-26 00,1
2020-06-26 00,1
2020-06-26 01,4
2020-06-26 04,1
2020-06-26 04,1
2020-06-26 04,1
2020-06-26 11,2
2020-06-26 18,1
2020-06-26 18,1
2020-06-26 22,1
2020-06-27 02,1
2020-06-27 03,1
2020-06-27 03,1
2020-06-27 09,1
2020-06-27 15,1
2020-06-27 19,1
2020-06-27 21,1
2020-06-28 01,1
2020-06-28 03,1
2020-06-28 04,1
2020-06-28 18,1
2020-06-28 19,1
2020-06-29 03,1
2020-06-29 11,1
2020-06-29 19,1
2020-06-30 03,1
2020-06-30 03,1
2020-06-30 05,1
2020-06-30 10,1
2020-06-30 11,1
2020-06-30 15,1
2020-06-30 18,1
2020-06-30 19,1
2020-06-30 19,1
2020-06-30 20,1
2020-06-30 23,1
2020-06-30 23,1
2020-07-01 00,1
2020-07-01 01,1
2020-07-01 02,1
2020-07-01 04,1
2020-07-01 05,1
2020-07-01 07,1
2020-07-01 09,1
2020-07-01 10,1
2020-07-01 17,1
2020-07-01 18,1
2020-07-01 18,1
2020-07-01 20,1
2020-07-01 23,1
2020-07-02 00,1
2020-07-02 00,1
2020-07-02 04,1
2020-07-02 10,1
2020-07-02 14,1
2020-07-02 16,1
2020-07-02 17,1
2020-07-02 17,1
2020-07-03 00,1
2020-07-03 02,1
2020-07-03 10,1
2020-07-03 15,1
2020-07-03 16,1
2020-07-03 21,1
2020-07-03 22,1
2020-07-04 06,1
2020-07-04 06,1
2020-07-04 09,1
2020-07-04 10,1
2020-07-04 17,1
2020-07-05 06,1
2020-07-05 07,1
2020-07-05 09,1
2020-07-05 14,1
2020-07-05 15,1
2020-07-05 16,1
2020-07-05 22,1
2020-07-06 00,1
2020-07-06 04,1
2020-07-06 07,1
2020-07-06 09,1
2020-07-06 10,1
2020-07-06 13,1
2020-07-06 15,1
2020-07-06 17,1
2020-07-06 20,1
2020-07-06 21,1
2020-07-06 23,1
2020-07-07 00,1
2020-07-07 02,1
2020-07-07 07,1
2020-07-07 08,1
2020-07-07 08,1
2020-07-07 10,1
2020-07-07 18,1
2020-07-07 20,1
2020-07-08 00,1
2020-07-08 00,1
2020-07-08 03,1
2020-07-08 11,1
2020-07-08 17,1
2020-07-08 18,1
2020-07-08 21,1
2020-07-08 22,1
2020-07-09 03,3
2020-07-09 05,1
2020-07-09 08,2
2020-07-09 10,1
2020-07-09 10,1
2020-07-09 11,1
2020-07-09 19,1
2020-07-09 19,1
2020-07-09 23,1
2020-07-10 02,1
2020-07-10 05,1
2020-07-10 05,1
2020-07-10 21,1
2020-07-10 21,1
2020-07-10 21,1
2020-07-11 02,1
2020-07-11 03,1
2020-07-11 08,1
2020-07-11 09,1
2020-07-11 12,1
2020-07-11 13,1
2020-07-11 13,1
2020-07-11 14,1
2020-07-11 22,1
2020-07-12 03,1
2020-07-12 04,1
2020-07-12 08,1
2020-07-12 11,1
2020-07-12 12,1
2020-07-12 20,1
2020-07-13 03,1
2020-07-13 07,1
2020-07-13 11,1
2020-07-13 13,1
2020-07-14 00,1
2020-07-14 00,1
2020-07-14 03,1
2020-07-14 03,1
2020-07-14 04,1
2020-07-14 04,1
2020-07-14 05,1
2020-07-14 11,1
2020-07-14 11,1
2020-07-14 14,1
2020-07-14 15,1
2020-07-14 18,1
2020-07-15 06,1
2020-07-15 09,1
2020-07-15 13,1
2020-07-15 18,1
2020-07-15 18,1
2020-07-15 20,2
2020-07-15 20,1
2020-07-16 03,1
2020-07-16 10,1
2020-07-16 10,1
2020-07-16 13,1
2020-07-16 17,1
2020-07-16 18,1
2020-07-16 18,2
2020-07-16 19,1
2020-07-17 00,1
2020-07-17 00,1
2020-07-17 10,1
2020-07-17 15,1
2020-07-17 15,1
2020-07-17 18,1
2020-07-17 18,1
2020-07-17 20,1
2020-07-17 21,1
2020-07-17 23,1
2020-07-18 00,1
2020-07-18 04,1
2020-07-18 15,1
2020-07-18 17,1
2020-07-19 00,1
2020-07-19 02,1
2020-07-19 12,1
2020-07-19 13,2
2020-07-19 19,1
2020-07-19 21,1
2020-07-20 06,1
2020-07-20 09,1
2020-07-20 09,1
2020-07-20 11,1
2020-07-20 12,1
2020-07-20 15,1
2020-07-20 15,1
2020-07-20 19,1
2020-07-21 00,3
2020-07-21 07,1
2020-07-21 10,1
2020-07-21 14,1
2020-07-21 14,1
2020-07-21 16,1
2020-07-21 20,1
2020-07-22 12,1
2020-07-22 12,1
2020-07-22 13,1
2020-07-22 18,1
2020-07-22 19,1
2020-07-22 20,1
2020-07-22 20,1
2020-07-22 22,1
2020-07-22 22,2
2020-07-22 23,1
2020-07-23 05,1
2020-07-23 09,1
2020-07-23 12,2
2020-07-23 17,1
2020-07-23 18,1
2020-07-23 22,1
2020-07-23 23,1
2020-07-24 03,1
2020-07-24 04,1
2020-07-24 08,1
2020-07-24 10,1
2020-07-24 10,1
2020-07-24 14,1
2020-07-24 15,1
2020-07-24 21,1
2020-07-25 02,1
2020-07-25 07,1
2020-07-25 09,1
2020-07-25 10,1
2020-07-25 21,1
2020-07-25 22,1
2020-07-26 00,1
2020-07-26 04,1
2020-07-26 09,1
2020-07-26 16,1
2020-07-26 20,1
2020-07-26 23,1
2020-07-27 07,1
2020-07-27 17,1
2020-07-27 17,1
2020-07-27 20,3
2020-07-28 09,1
2020-07-28 11,1
2020-07-28 13,1
2020-07-28 17,1
2020-07-28 20,1
2020-07-28 21,1
2020-07-29 05,1
2020-07-29 09,1
2020-07-29 09,1
2020-07-29 11,1
2020-07-29 12,1
2020-07-29 15,1
2020-07-30 00,1
2020-07-30 02,1
2020-07-30 04,1
2020-07-30 07,1
2020-07-30 09,1
2020-07-30 12,1
2020-07-30 20,1
2020-07-30 20,1
2020-07-31 05,1
2020-07-31 12,1
2020-07-31 18,1
2020-07-31 22,1
2020-08-01 07,1
2020-08-01 09,1
2020-08-01 11,1
2020-08-01 13,1
2020-08-01 16,1
2020-08-01 17,1
2020-08-01 17,1
2020-08-01 20,1
2020-08-01 20,1
2020-08-01 21,1
2020-08-01 23,1
2020-08-02 03,1
2020-08-02 04,1
2020-08-02 05,1
2020-08-02 09,2
2020-08-02 11,1
2020-08-02 12,1
2020-08-03 04,1
2020-08-03 04,1
2020-08-03 05,1
2020-08-03 05,1
2020-08-03 13,1
2020-08-03 14,1
2020-08-03 14,1
2020-08-03 17,1
2020-08-03 18,1
2020-08-03 20,1
2020-08-03 20,1
2020-08-03 21,1
2020-08-04 04,1
2020-08-04 08,1
2020-08-04 10,1
2020-08-04 12,1
2020-08-05 07,1
2020-08-05 09,1
2020-08-05 11,1
2020-08-05 12,1
2020-08-05 14,1
2020-08-05 18,1
2020-08-05 21,1
2020-08-06 00,1
2020-08-06 06,1
2020-08-06 08,1
2020-08-06 10,1
2020-08-06 15,1
2020-08-06 16,1
2020-08-06 19,1
2020-08-06 19,1
2020-08-06 20,1
2020-08-06 21,1
2020-08-07 03,1
2020-08-07 05,1
2020-08-07 08,1
2020-08-07 08,1
2020-08-07 09,1
2020-08-07 10,2
2020-08-07 12,1
2020-08-07 12,1
2020-08-07 13,1
2020-08-07 18,1
2020-08-07 19,1
2020-08-07 23,1
2020-08-08 00,1
2020-08-08 03,1
2020-08-08 06,1
2020-08-08 07,1
2020-08-08 11,1
2020-08-08 13,1
2020-08-08 14,2
2020-08-08 21,1
2020-08-09 03,1
2020-08-09 04,1
2020-08-09 05,1
2020-08-09 16,1
2020-08-09 17,1
2020-08-09 18,1
2020-08-09 19,1
2020-08-09 20,1
2020-08-10 05,1
2020-08-10 06,1
2020-08-10 11,1
2020-08-10 12,1
2020-08-10 13,1
2020-08-10 13,1
2020-08-10 13,1
2020-08-10 13,1
2020-08-10 14,1
2020-08-10 16,1
2020-08-10 16,1
2020-08-10 21,1
2020-08-10 22,1
2020-08-10 22,1
2020-08-11 00,2
2020-08-11 00,1
2020-08-11 01,1
2020-08-11 02,1
2020-08-11 09,1
2020-08-11 11,1
2020-08-11 20,1
2020-08-12 00,1
2020-08-12 05,1
2020-08-12 06,1
2020-08-12 08,1
2020-08-12 13,1
2020-08-12 14,1
2020-08-12 15,1
2020-08-12 15,1
2020-08-12 17,1
2020-08-12 20,1
2020-08-12 20,1
2020-08-12 21,1
2020-08-13 01,1
2020-08-13 07,1
2020-08-13 10,1
2020-08-13 14,1
2020-08-13 14,1
2020-08-13 15,1
2020-08-13 16,1
2020-08-13 22,1
2020-08-13 23,1
2020-08-14 00,1
2020-08-14 07,1
2020-08-14 08,1
2020-08-14 09,1
2020-08-14 11,1
2020-08-14 11,1
2020-08-14 16,1
2020-08-14 19,1
2020-08-14 20,1
2020-08-15 03,1
2020-08-15 05,2
2020-08-15 06,1
2020-08-15 12,1
2020-08-15 14,1
2020-08-15 16,1
2020-08-15 21,1
2020-08-16 01,1
2020-08-16 02,1
2020-08-16 03,1
2020-08-16 04,1
2020-08-16 05,1
2020-08-16 07,1
2020-08-16 18,1
2020-08-16 21,1
2020-08-16 23,1
2020-08-16 23,1
2020-08-17 07,1
2020-08-17 10,1
2020-08-17 11,1
2020-08-17 13,1
2020-08-17 14,1
2020-08-17 16,1
2020-08-17 18,1
2020-08-17 19,1
2020-08-17 19,1
2020-08-18 01,1
2020-08-18 05,1
2020-08-18 07,1
2020-08-18 07,1
2020-08-18 08,1
2020-08-18 09,1
2020-08-18 12,1
2020-08-18 13,1
2020-08-18 16,1
2020-08-18 21,1
2020-08-18 22,1
2020-08-18 23,2
2020-08-19 04,1
2020-08-19 05,1
2020-08-19 08,1
2020-08-19 10,1
2020-08-19 12,1
2020-08-19 15,1
2020-08-19 16,1
2020-08-19 18,1
2020-08-19 19,1
2020-08-19 21,1
2020-08-19 22,1
2020-08-20 05,1
2020-08-20 07,1
2020-08-20 09,1
2020-08-20 09,1
2020-08-20 10,1
2020-08-20 11,1
2020-08-20 13,1
2020-08-20 14,1
2020-08-20 19,1
2020-08-21 06,1
2020-08-21 09,1
2020-08-21 15,1
2020-08-21 17,1
2020-08-21 17,1
2020-08-21 19,1
2020-08-21 19,1
2020-08-21 21,1
2020-08-22 00,1
2020-08-22 10,1
2020-08-22 14,1
2020-08-22 19,1
2020-08-23 02,1
2020-08-23 09,1
2020-08-23 09,1
2020-08-23 10,1
2020-08-23 16,1
2020-08-23 16,1
2020-08-23 17,1
2020-08-23 17,1
2020-08-23 17,1
2020-08-23 19,1
2020-08-23 23,1
2020-08-24 05,1
2020-08-24 06,1
2020-08-24 09,1
2020-08-24 09,1
2020-08-24 09,1
2020-08-24 13,1
2020-08-24 14,1
2020-08-24 16,1
2020-08-24 16,1
2020-08-24 18,1
2020-08-24 19,2
2020-08-24 20,1
2020-08-25 03,1
2020-08-25 03,1
2020-08-25 06,1
2020-08-25 09,1
2020-08-25 12,1
2020-08-25 13,1
2020-08-25 15,1
2020-08-25 17,1
2020-08-25 19,1
2020-08-25 19,1
2020-08-26 05,1
2020-08-26 06,1
2020-08-26 10,1
2020-08-26 11,1
2020-08-26 16,1
2020-08-26 19,1
2020-08-26 22,1
2020-08-27 08,1
2020-08-27 09,1
2020-08-27 11,1
2020-08-27 14,1
2020-08-27 15,1
2020-08-27 19,1
2020-08-27 21,1
2020-08-27 21,1
2020-08-28 05,1
2020-08-28 05,1
2020-08-28 07,1
2020-08-28 13,1
2020-08-28 15,1
2020-08-28 17,1
2020-08-28 18,1
2020-08-28 19,1
2020-08-29 02,1
2020-08-29 04,1
2020-08-29 05,1
2020-08-29 05,1
2020-08-29 05,1
2020-08-29 10,1
2020-08-29 14,1
2020-08-29 17,1
2020-08-29 20,1
2020-08-29 22,1
2020-08-29 23,1
2020-08-30 00,1
2020-08-30 06,1
2020-08-30 06,1
2020-08-30 09,1
2020-08-30 14,1
2020-08-30 16,2
2020-08-30 19,1
2020-08-30 21,4
2020-08-30 22,1
2020-08-30 23,1
2020-08-30 23,1
2020-08-31 04,1
2020-08-31 07,1
2020-08-31 09,1
2020-08-31 10,1
2020-08-31 11,1
2020-08-31 16,1
2020-08-31 18,1
2020-09-01 00,1
2020-09-01 06,1
2020-09-01 08,1
2020-09-01 09,1
2020-09-01 10,1
2020-09-01 11,1
2020-09-01 11,1
2020-09-01 13,1
2020-09-01 14,1
2020-09-01 14,1
2020-09-01 16,1
2020-09-01 17,1
2020-09-01 18,1
2020-09-01 18,1
2020-09-01 19,1
2020-09-01 19,1
2020-09-01 22,1
2020-09-01 23,1
2020-09-01 23,1
2020-09-02 00,1
2020-09-02 06,1
2020-09-02 08,1
2020-09-02 13,1
2020-09-02 20,1
2020-09-02 21,1
2020-09-03 02,1
2020-09-03 03,1
2020-09-03 05,1
2020-09-03 14,1
2020-09-03 17,1
2020-09-03 20,1
2020-09-04 05,1
2020-09-04 05,1
2020-09-04 11,1
2020-09-04 11,1
2020-09-04 12,1
2020-09-04 14,1
2020-09-04 15,1
2020-09-04 16,1
2020-09-04 16,1
2020-09-04 17,1
2020-09-04 18,1
2020-09-04 22,1
2020-09-05 00,1
2020-09-05 05,1
2020-09-05 10,1
2020-09-05 11,1
2020-09-05 15,1
2020-09-05 21,1
2020-09-06 00,1
2020-09-06 02,1
2020-09-06 06,1
2020-09-06 08,1
2020-09-06 10,1
2020-09-06 15,1
2020-09-06 16,1
2020-09-06 19,1
2020-09-07 01,1
2020-09-07 05,1
2020-09-07 05,1
2020-09-07 09,1
2020-09-07 12,1
2020-09-07 15,1
2020-09-07 20,1
2020-09-07 21,1
2020-09-07 23,1
